C12Y101/00	CH-OH結合を電子供与体とする (1.1)
C12Y204/01135	ガラクトシルガラクトシルキシロシルタンパク質 3-β-グルクロノシルトランスフェラーゼ (2.4.1.135)
C12Y204/01136	没食子酸 1-β-グルコシルトランスフェラーゼ (2.4.1.136)
C12Y204/01137	sn-グリセロール-3-リン酸 2-α-ガラクトシルトランスフェラーゼ (2.4.1.137)
C12Y204/01138	マンノテトラオース 2-α-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.138)
C12Y204/01139	マルトース シンターゼ (2.4.1.139)
C12Y204/0114	アルテルナンスクラーゼ (2.4.1.140)
C12Y204/01141	N-アセチルグルコサミニルジホスホドリコール N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.141)
C12Y204/01142	キトバイオシルジホスホドリコール β-マンノシルトランスフェラーゼ (2.4.1.142)
C12Y204/01143	α-1,6-マンノシル-糖タンパク質 2-β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.143)
C12Y204/01144	β-1,4-マンノシル-糖タンパク質 4-β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.144)
C12Y204/01145	α-1,3-マンノシル-糖タンパク質 4-β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.145)
C12Y204/01146	β-1,3-ガラクトシル-O-グリコシル-糖タンパク質 β-1,3-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.146)
C12Y204/01147	アセチルガラクトサミニル-O-グリコシル-糖タンパク質 β-1,3-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.147)
C12Y204/01148	アセチルガラクトサミニル-O-グリコシル-糖タンパク質 β-1,6-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.148)
C12Y204/01149	N-アセチルラクトサミニド β-1,3-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.149)
C12Y204/0115	N-アセチルラクトサミニド β-1,6-N-アセチルグルコサミニル-トランスフェラーゼ (2.4.1.150)
C12Y204/01152	ガラクトシド 3-フコシルトランスフェラーゼ (2.4.1.152)
C12Y204/01153	ドリキル-リン酸 α-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.153)
C12Y204/01155	α-1,6-マンノシル-糖タンパク質 6-β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.155)
C12Y204/01156	インドリルアセチル-myo-イノシトールガラクトシルトランスフェラーゼ (2.4.1.156)
C12Y204/01157	1,2-ジアシルグリセロール 3-グルコシルトランスフェラーゼ (2.4.1.157)
C12Y204/01158	13-ヒドロキシドコサン酸 13-β-グルコシルトランスフェラーゼ (2.4.1.158)
C12Y204/01159	フラボノール-3-O-グルコシド L-ラムノシルトランスフェラーゼ (2.4.1.159)
C12Y204/0116	ピリドキシン 5'-O-β-D-グルコシルトランスフェラーゼ (2.4.1.160)
C12Y204/01161	オリゴ糖 4-α-D-グルコシルトランスフェラーゼ (2.4.1.161)
C12Y204/01162	アルドース β-D-フルクトシルトランスフェラーゼ (2.4.1.162)
C12Y204/01163	β-ガラクトシル-N-アセチルグルコサミニルガラクトシルグルコシル-セラミド β-1,3-アセチルグルコサミニルトランスフェラーゼ (2.4.1.163)
C12Y204/01164	ガラクトシル-N-アセチルグルコサミニルガラクトシルグルコシル-セラミド β-1,6-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.164)
C12Y204/01165	N-アセチルノイラミニルガラクトシルグルコシルセラミド β-1,4-N-アセチルガラクトサミニルトランスフェラーゼ (2.4.1.165)
C12Y204/01166	ラフィノース-ラフィノース α-ガラクトシルトランスフェラーゼ (2.4.1.166)
C12Y204/01167	スクロース 6F-α-ガラクトシルトランスフェラーゼ (2.4.1.167)
C12Y204/01168	キシログルカン 4-グルコシルトランスフェラーゼ (2.4.1.168)
C12Y204/0117	イソフラボン 7-O-グルコシルトランスフェラーゼ (2.4.1.170)
C12Y204/01171	メチル-ONN-アゾキシメタノール β-D-グルコシルトランスフェラーゼ (2.4.1.171)
C12Y204/01172	サリチル-アルコール β-D-グルコシルトランスフェラーゼ (2.4.1.172)
C12Y204/01173	ステロール 3β-グルコシルトランスフェラーゼ (2.4.1.173)
C12Y204/01174	グルクロニルガラクトシルプロテオグリカン 4-β-N-アセチルガラクトサミニルトランスフェラーゼ (2.4.1.174)
C12Y204/01175	グルクロノシル-N-アセチルガラクトサミニル-プロテオグリカン 4-β-N-アセチルガラクトサミニルトランスフェラーゼ (2.4.1.175)
C12Y204/01176	ジベレリン β-D-グルコシルトランスフェラーゼ (2.4.1.176)
C12Y204/01177	ケイ皮酸 β-D-グルコシルトランスフェラーゼ (2.4.1.177)
C12Y204/01178	ヒドロキシマンデロニトリルグルコシルトランスフェラーゼ (2.4.1.178)
C12Y204/01179	ラクトシルセラミド β-1,3-ガラクトシルトランスフェラーゼ (2.4.1.179)
C12Y204/0118	リポ多糖 N-アセチルマンノサミノウロノシルトランスフェラーゼ (2.4.1.180)
C12Y204/01181	ヒドロキシアントラキノングルコシルトランスフェラーゼ (2.4.1.181)
C12Y204/01182	脂肪-A-二糖シンターゼ (2.4.1.182)
C12Y204/01183	α-1,3-グルカン シンターゼ (2.4.1.183)
C12Y204/01184	ガラクト脂肪ガラクトシルトランスフェラーゼ (2.4.1.184)
C12Y204/01185	フラバノン 7-O-β-グルコシルトランスフェラーゼ (2.4.1.185)
C12Y204/01186	グリコゲニングルコシルトランスフェラーゼ (2.4.1.186)
C12Y204/01187	N-アセチルグルコサミニルジホスホウンデカプレノール N-アセチル-β-D-マンノサミニルトランスフェラーゼ (2.4.1.187)
C12Y204/01188	N-アセチルグルコサミニルジホスホウンデカプレノールグルコシルトランスフェラーゼ (2.4.1.188)
C12Y204/01189	ルテオリン 7-O-グルクロノシルトランスフェラーゼ (2.4.1.189)
C12Y204/0119	ルテオリン-7-O-グルクロニド 2-O-グルクロノシルトランスフェラーゼ (2.4.1.190)
C12Y204/01191	ルテオリン-7-O-ジグルクロニド 4'-O-グルクロノシルトランスフェラーゼ (2.4.1.191)
C12Y204/01192	ヌアチゲニン 3β-グルコシルトランスフェラーゼ (2.4.1.192)
C12Y204/01193	サルサポゲニン 3β-グルコシルトランスフェラーゼ (2.4.1.193)
C12Y204/01194	4-ヒドロキシ安息香酸 4-O-β-D-グルコシルトランスフェラーゼ (2.4.1.194)
C12Y204/01195	N-ヒドロキシチオアミド S-β-グルコシルトランスフェラーゼ (2.4.1.195)
C12Y204/01196	ニコチン酸グルコシルトランスフェラーゼ (2.4.1.196)
C12Y204/01197	高マンノースオリゴ糖 β-1,4-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.197)
C12Y204/01198	ホスファチジルイノシトール N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.198)
C12Y204/01199	β-マンノシルホスホデカプレノール-マンノオリゴ糖 6-マンノシルトランスフェラーゼ (2.4.1.199)
C12Y204/01201	α-1,6-マンノシル-糖タンパク質 4-β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.201)
C12Y204/01202	2,4-ジヒドロキシ-7-メトキシ-2H-1,4-ベンゾキサジン-3(4H)-オン 2-D-グルコシルトランスフェラーゼ (2.4.1.202)
C12Y204/01203	trans-ゼアチン O-β-D-グルコシルトランスフェラーゼ (2.4.1.203)
C12Y204/01205	ガラクトーゲン 6β-ガラクトシルトランスフェラーゼ (2.4.1.205)
C12Y204/01206	ラクトシルセラミド 1,3-N-アセチル-β-D-グルコサミニルトランスフェラーゼ (2.4.1.206)
C12Y204/01207	キシログルカン:キシログルコシルトランスフェラーゼ (2.4.1.207)
C12Y204/01208	ジグルコシルジアシルグリセロールシンターゼ (2.4.1.208)
C12Y204/01209	cis-p-クマル酸グルコシルトランスフェラーゼ (2.4.1.209)
C12Y204/0121	リモノイドグルコシルトランスフェラーゼ (2.4.1.210)
C12Y204/01211	1,3-β-ガラクトシル-N-アセチルヘキソサミンホスホリラーゼ (2.4.1.211)
C12Y204/01212	ヒアルロナンシンターゼ (2.4.1.212)
C12Y204/01213	グルコシルグリセロール-リン酸シンターゼ (2.4.1.213)
C12Y204/01214	糖タンパク質 3-α-L-フコシルトランスフェラーゼ (2.4.1.214)
C12Y204/01215	cis-ゼアチン O-β-D-グルコシルトランスフェラーゼ (2.4.1.215)
C12Y204/01216	トレハロース 6-リン酸 ホスホリラーゼ (2.4.1.216)
C12Y204/01217	マンノシル-3-ホスホグリセリン酸シンターゼ (2.4.1.217)
C12Y204/01218	ヒドロキノングルコシルトランスフェラーゼ (2.4.1.218)
C12Y204/01219	ボミレニングルコシルトランスフェラーゼ (2.4.1.219)
C12Y204/0122	インドキシル-UDPG グルコシルトランスフェラーゼ (2.4.1.220)
C12Y204/01221	ペプチド-O-フコシルトランスフェラーゼ (2.4.1.221)
C12Y204/01222	O-フコシルペプチド 3-β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.222)
C12Y204/01223	グルクロニル-ガラクトシル-プロテオグリカン 4-α-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.223)
C12Y204/01224	グルクロノシル-N-アセチルグルコサミニル-プロテオグリカン 4-α-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.224)
C12Y204/01225	N-アセチルグルコサミニル-プロテオグリカン 4-β-グルクロノシルトランスフェラーゼ (2.4.1.225)
C12Y204/01226	N-アセチルガラクトサミニル-プロテオグリカン 3-β-グルクロノシルトランスフェラーゼ (2.4.1.226)
C12Y204/01227	ウンデカプレニルジホスホ-ムラモイルペンタペプチド β-N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.227)
C12Y204/01228	ラクトシルセラミド 4-α-ガラクトシルトランスフェラーゼ (2.4.1.228)
C12Y204/01229	(Skp1タンパク質) ヒドロキシプロリン N-アセチルグルコサミニルトランスフェラーゼ (2.4.1.229)
C12Y204/0123	コージビオースホスホリラーゼ (2.4.1.230)
C12Y204/01231	α,α-トレハロースホスホリラーゼ (立体配置維持) (2.4.1.231)
C12Y204/01232	糖脂質 6-α-マンノシルトランスフェラーゼ (2.4.1.232)
C12Y204/01234	ケンペロール 3-O-ガラクトシルトランスフェラーゼ (2.4.1.234)
C12Y204/01236	フラバノン 7-O-グルコシド 2-O-β-L-ラムノシルトランスフェラーゼ (2.4.1.236)
C12Y204/01237	フラボノール 7-O-β-グルコシルトランスフェラーゼ (2.4.1.237)
C12Y204/01238	アントシアニン 3'-O-β-グルコシルトランスフェラーゼ (2.4.1.238)
C12Y204/01239	フラボノール-3-O-グルコシドグルコシルトランスフェラーゼ (2.4.1.239)
C12Y204/0124	フラボノール-3-O-グリコシドグルコシルトランスフェラーゼ (2.4.1.240)
C12Y204/01241	ジガラクトシルジアシルグリセロールシンターゼ (2.4.1.241)
C12Y204/01242	NDP-グルコース-スターチグルコシルトランスフェラーゼ (2.4.1.242)
C12Y204/01243	6G-フルクトシルトランスフェラーゼ (2.4.1.243)
C12Y204/01244	N-アセチル-β-グルコサミニル-糖タンパク質 4-β-N-アセチルガラクトサミニルトランスフェラーゼ (2.4.1.244)
C12Y204/01245	α,α-トレハロースシンターゼ (2.4.1.245)
C12Y204/01246	マンノシルフルクトース-リン酸シンターゼ (2.4.1.246)
C12Y204/01247	β-D-ガラクトシル-(1→4)-L-ラムノースホスホリラーゼ (2.4.1.247)
C12Y204/01248	シクロイソマルトオリゴ糖グルカノトランスフェラーゼ (2.4.1.248)
C12Y204/01249	デルフィニジン 3',5'-O-グルコシルトランスフェラーゼ (2.4.1.249)
C12Y204/0125	D-イノシトール-3-リン酸グリコシルトランスフェラーゼ (2.4.1.250)
C12Y204/01251	GlcA-β-(1→2)-D-Man-α-(1→3)-D-Glc-β-(1→4)-D-Glc-α-1-ジホスホ-ditrans,octacis-ウンデカプレノール4-β-マンノシルトランスフェラーゼ (2.4.1.251)
C12Y204/01252	GDP-マンノース:セロビオシル-ジホスホpolyプレノールα-マンノシルトランスフェラーゼ (2.4.1.252)
C12Y204/01253	バイカレイン 7-O-グルクロノシルトランスフェラーゼ (2.4.1.253)
C12Y204/01254	シアニジン-3-O-グルコシド2-O-グルクロノシルトランスフェラーゼ (2.4.1.254)
C12Y204/01255	タンパク質 O-GlcNAcトランスフェラーゼ (2.4.1.255)
C12Y204/01256	ドリキル-P-Glc:Glc2Man9GlcNAc2-PP-ドリコールα-1,2-グルコシルトランスフェラーゼ (2.4.1.256)
C12Y204/01257	GDP-Man:Man2GlcNAc2-PP-ドリコールα-1,6-マンノシルトランスフェラーゼ (2.4.1.257)
C12Y204/01258	ドリキル-P-Man:Man5GlcNAc2-PP-ドリコールα-1,3-マンノシルトランスフェラーゼ (2.4.1.258)
C12Y204/01259	ドリキル-P-Man:Man6GlcNAc2-PP-ドリコールα-1,2-マンノシルトランスフェラーゼ (2.4.1.259)
C12Y204/0126	ドリキル-P-Man:Man7GlcNAc2-PP-ドリコールα-1,6-マンノシルトランスフェラーゼ (2.4.1.260)
C12Y204/01261	ドリキル-P-Man:Man8GlcNAc2-PP-ドリコールα-1,2-マンノシルトランスフェラーゼ (2.4.1.261)
C12Y204/01262	ソヤサポゲノールグルクロノシルトランスフェラーゼ (2.4.1.262)
C12Y204/01263	アブシシン酸 β-グルコシルトランスフェラーゼ (2.4.1.263)
C12Y204/01264	D-Man-α-(1→3)-D-Glc-β-(1→4)-D-Glc-α-1-ジホスホウンデカプレノール2-β-グルクロニルトランスフェラーゼ (2.4.1.264)
C12Y204/01265	ドリキル-P-Glc:Glc1Man9GlcNAc2-PP-ドリコールα-1,3-グルコシルトランスフェラーゼ (2.4.1.265)
C12Y204/01266	グルコシル-3-ホスホグリセリン酸シンターゼ (2.4.1.266)
C12Y204/01267	ドリキル-P-Glc:Man9GlcNAc2-PP-ドリコールα-1,3-グルコシルトランスフェラーゼ (2.4.1.267)
C12Y204/01268	グルコシルグリセリン酸シンターゼ (2.4.1.268)
C12Y204/01269	マンノシルグリセリン酸シンターゼ (2.4.1.269)
C12Y204/0127	マンノシルグルコシル-3-ホスホグリセリン酸シンターゼ (2.4.1.270)
C12Y204/01271	クロセチングルコシルトランスフェラーゼ (2.4.1.271)
C12Y204/01272	ソヤサポゲノールBグルクロニドガラクトシルトランスフェラーゼ (2.4.1.272)
C12Y204/01273	ソヤサポゲニンIIIラムノシルトランスフェラーゼ (2.4.1.273)
C12Y204/01274	グルコシルセラミドβ-1,4-ガラクトシルトランスフェラーゼ (2.4.1.274)
C12Y204/01275	ネオラクトトリアオシルセラミドβ-1,4-ガラクトシルトランスフェラーゼ (2.4.1.275)
C12Y204/01276	ゼアキサンチングルコシルトランスフェラーゼ (2.4.1.276)
C12Y204/01277	グリコシルトランスフェラーゼDesVII (2.4.1.277)
C12Y204/01278	
C12Y204/01279	
C12Y204/0128	
C12Y204/01281	
C12Y204/01282	
C12Y204/01283	
C12Y204/01284	
C12Y204/01285	
C12Y204/01286	
C12Y204/01287	
C12Y204/01288	
C12Y204/01289	
C12Y204/0129	
C12Y204/01291	
C12Y204/01292	
C12Y204/01293	
C12Y204/02	ペントシルトランスフェラーゼ (2.4.2)
C12Y204/02001	プリン-ヌクレオシドホスホリラーゼ (2.4.2.1)
C12Y204/02002	ピリミジン-ヌクレオシドホスホリラーゼ (2.4.2.2)
C12Y204/02003	ウリジンホスホリラーゼ (2.4.2.3)
C12Y204/02004	チミジンホスホリラーゼ (2.4.2.4)
C12Y204/02005	ヌクレオシドリボシルトランスフェラーゼ (2.4.2.5)
C12Y204/02006	ヌクレオシドデオキシリボシルトランスフェラーゼ (2.4.2.6)
C12Y204/02007	アデニンホスホリボシルトランスフェラーゼ (2.4.2.7)
C12Y204/02008	ヒポキサンチンホスホリボシルトランスフェラーゼ (2.4.2.8)
C12Y204/02009	ウラシルホスホリボシルトランスフェラーゼ (2.4.2.9)
C12Y204/0201	オロト酸ホスホリボシルトランスフェラーゼ (2.4.2.10)
C12Y204/02011	ニコチン酸塩ホスホリボシルトランスフェラーゼ (2.4.2.11)
C12Y204/02012	ニコチンアミドホスホリボシルトランスフェラーゼ (2.4.2.12)
C12Y204/02014	アミドホスホリボシルトランスフェラーゼ (2.4.2.14)
C12Y204/02015	グアノシンホスホリラーゼ (2.4.2.15)
C12Y204/02016	尿酸-リボヌクレオチドホスホリラーゼ (2.4.2.16)
C12Y204/02017	ATPホスホリボシルトランスフェラーゼ (2.4.2.17)
C12Y204/02018	アントラニル酸ホスホリボシルトランスフェラーゼ (2.4.2.18)
C12Y204/02019	ニコチン酸-ヌクレオチドジホスホリラーゼ (カルボキシル化) (2.4.2.19)
C12Y204/0202	ジオキソテトラヒドロピリミジンホスホリボシルトランスフェラーゼ (2.4.2.20)
C12Y204/02021	ニコチン酸-ヌクレオチド-ジメチルベンズイミダゾールホスホリボシルトランスフェラーゼ (2.4.2.21)
C12Y204/02022	キサンチンホスホリボシルトランスフェラーゼ (2.4.2.22)
C12Y204/02023	デオキシウリジンホスホリラーゼ (2.4.2.23)
C12Y204/02024	1,4-β-D-キシランシンターゼ (2.4.2.24)
C12Y204/02025	フラボンアピオシルトランスフェラーゼ (2.4.2.25)
C12Y204/02026	タンパク質キシロシルトランスフェラーゼ (2.4.2.26)
C12Y204/02027	dTDP-ジヒドロストレプトース-ストレプチジン-6-リン酸ジヒドロストレプトシルトランスフェラーゼ (2.4.2.27)
C12Y204/02028	S-メチル-5'-チオアデノシンホスホリラーゼ (2.4.2.28)
C12Y204/02029	tRNA-グアノシン34 トランスグリコシラーゼ (2.4.2.29)
C12Y204/0203	NAD+ ADP-リボシルトランスフェラーゼ (2.4.2.30)
C12Y204/02031	NAD+-タンパク質-アルギニン ADP-リボシルトランスフェラーゼ (2.4.2.31)
C12Y204/02032	ドリキル-リン酸D-キシロシルトランスフェラーゼ (2.4.2.32)
C12Y204/02033	ドリキル-キシロシル-リン酸-タンパク質キシロシルトランスフェラーゼ (2.4.2.33)
C12Y204/02034	インドリルアセチルイノシトールアラビノシルトランスフェラーゼ (2.4.2.34)
C12Y204/02035	フラボノール-3-O-グリコシド キシロシルトランスフェラーゼ (2.4.2.35)
C12Y204/02036	NAD+-ジフタミド ADP-リボシルトランスフェラーゼ (2.4.2.36)
C12Y204/02037	NAD+-二窒素-レダクターゼ ADP-D-リボシルトランスフェラーゼ (2.4.2.37)
C12Y204/02038	糖タンパク質 2-β-D-キシロシルトランスフェラーゼ (2.4.2.38)
C12Y204/02039	キシログルカン 6-キシロシルトランスフェラーゼ (2.4.2.39)
C12Y204/0204	ゼアチン O-β-D-キシロシルトランスフェラーゼ (2.4.2.40)
C12Y204/02041	キシロガラクツロナン β-1,3-キシロシルトランスフェラーゼ (2.4.2.41)
C12Y204/02042	UDP-D-キシロース:β-D-グルコシド α-1,3-D-キシロシルトランスフェラーゼ (2.4.2.42)
C12Y204/02043	脂肪IVA 4-アミノ-4-デオキシ-L-アラビノシルトランスフェラーゼ (2.4.2.43)
C12Y204/02044	S-メチル-5'-チオイノシンホスホリラーゼ (2.4.2.44)
C12Y204/02045	
C12Y204/02046	
C12Y204/02047	
C12Y204/02048	
C12Y204/99	その他のグリコシル基を移すもの (2.4.99)
C12Y204/99001	β-ガラクトシド-α-2,6-シアリルトランスフェラーゼ (2.4.99.1)
C12Y204/99002	モノシアロガングリオシドシアリルトランスフェラーゼ (2.4.99.2)
C12Y204/99003	α-N-アセチルガラクトサミニド-α-2,6-シアリルトランスフェラーゼ (2.4.99.3)
C12Y204/99004	β-ガラクトシド-α-2,3-シアリルトランスフェラーゼ (2.4.99.4)
C12Y204/99005	ガラクトシルジアシルグリセロール-α-2,3-シアリルトランスフェラーゼ (2.4.99.5)
C12Y204/99006	N-アセチルラクトサミニド-α-2,3-シアリルトランスフェラーゼ (2.4.99.6)
C12Y204/99007	α-N-アセチルノイラミン酸-2,3-β-ガラクトシル-1,3-N-アセチルガラクトサミニド-6-α-シアリルトランスフェラーゼ (2.4.99.7)
C12Y204/99008	α-N-アセチルノイラミン酸-α-2,8-シアリルトランスフェラーゼ (2.4.99.8)
C12Y204/99009	ラクトシルセラミド-α-2,3-シアリルトランスフェラーゼ (2.4.99.9)
C12Y204/9901	ネオラクトテトラオシルセラミド-α-2,3-シアリルトランスフェラーゼ (2.4.99.10)
C12Y204/99011	ラクトシルセラミド-α-2,6-N-シアリルトランスフェラーゼ (2.4.99.11)
C12Y204/99012	脂肪IVA 3-デオキシ-D-マンノ-オクツロソン酸トランスフェラーゼ (2.4.99.12)
C12Y204/99013	(KDO)-脂肪IVA 3-デオキシ-D-マンノ-オクツロソン酸トランスフェラーゼ (2.4.99.13)
C12Y204/99014	(KDO)2-脂肪IVA (2-8) 3-デオキシ-D-マンノ-オクツロソン酸トランスフェラーゼ (2.4.99.14)
C12Y204/99015	(KDO)3-脂肪IVA (2-4) 3-デオキシ-D-マンノ-オクツロソン酸トランスフェラーゼ (2.4.99.15)
C12Y204/99016	
C12Y204/99017	
C12Y204/99018	
C12Y204/99019	
C12Y205/00	メチル基以外のアルキル基またはアリル基を移すもの (2.5)
C12Y205/01	メチル基以外のアルキル基またはアリル基を移すもの (2.5.1)
C12Y205/01001	ジメチルアリルtransトランスフェラーゼ (2.5.1.1)
C12Y205/01002	チアミンピリジニラーゼ (2.5.1.2)
C12Y205/01003	チアミン-リン酸ジホスホリラーゼ (2.5.1.3)
C12Y205/01004	アデノシルメチオニンシクロトランスフェラーゼ (2.5.1.4)
C12Y205/01005	ガラクトース-6-スルフリラーゼ (2.5.1.5)
C12Y205/01006	メチオニンアデノシルトランスフェラーゼ (2.5.1.6)
C12Y205/01007	UDP-N-アセチルグルコサミン 1-カルボキシビニルトランスフェラーゼ (2.5.1.7)
C12Y205/01009	リボフラビンシンターゼ (2.5.1.9)
C12Y205/0101	(2E,6E)-ファルネシル二リン酸シンターゼ (2.5.1.10)
C12Y205/01011	トランスオクタプレリントランスフェラーゼ (2.5.1.11)
C12Y205/01015	ジヒドロプテロイン酸シンターゼ (2.5.1.15)
C12Y205/01016	スペルミジンシンターゼ (2.5.1.16)
C12Y205/01017	コビリン酸(I) a,c-ジアミドアデノシルトランスフェラーゼ (2.5.1.17)
C12Y205/01018	グルタチオントランスフェラーゼ (2.5.1.18)
C12Y205/01019	3-ホスホシキミ酸 1-カルボキシビニルトランスフェラーゼ (2.5.1.19)
C12Y205/0102	ラバー cis-ポリプレニルcisトランスフェラーゼ (2.5.1.20)
C12Y205/01021	スクアレンシンターゼ (2.5.1.21)
C12Y205/01022	スペルミンシンターゼ (2.5.1.22)
C12Y205/01023	sym-ノルスペルミジンシンターゼ (2.5.1.23)
C12Y205/01024	ジスカデニンシンターゼ (2.5.1.24)
C12Y205/01025	tRNA-ウリジンアミノカルボキシプロピルトランスフェラーゼ (2.5.1.25)
C12Y205/01026	アルキルグリセロン-リン酸シンターゼ (2.5.1.26)
C12Y205/01027	アデニル酸ジメチルアリルトランスフェラーゼ (2.5.1.27)
C12Y205/01028	ジメチルアリルcisトランスフェラーゼ (2.5.1.28)
C12Y205/01029	ゲラニルゲラニル二リン酸シンターゼ (2.5.1.29)
C12Y205/0103	ヘプタプレニル二リン酸シンターゼ (2.5.1.30)
C12Y205/01031	ditrans,polycis-ウンデカプレニル-二リン酸シンターゼ ((2E,6E)-ファルネシル-二リン酸特異的) (2.5.1.31)
C12Y205/01032	15-cis-フィトエンシンターゼ (2.5.1.32)
C12Y205/01033	トランスペンタプレリントランスフェラーゼ (2.5.1.33)
C12Y205/01034	4-ジメチルアリルトリプトファンシンターゼ (2.5.1.34)
C12Y205/01035	アスプルビノンジメチルアリルトランスフェラーゼ (2.5.1.35)
C12Y205/01036	トリヒドロキシプテロカルパンジメチルアリルトランスフェラーゼ (2.5.1.36)
C12Y205/01038	イソノカルジシンシンターゼ (2.5.1.38)
C12Y205/01039	4-ヒドロキシ安息香酸ポリプレニルトランスフェラーゼ (2.5.1.39)
C12Y205/01041	ホスホグリセロールゲラニルゲラニルトランスフェラーゼ (2.5.1.41)
C12Y205/01042	ゲラニルゲラニルグリセロール-リン酸 ゲラニルゲラニルトランスフェラーゼ (2.5.1.42)
C12Y205/01043	ニコチアナミンシンターゼ (2.5.1.43)
C12Y205/01044	ホモスペルミジンシンターゼ (2.5.1.44)
C12Y205/01045	ホモスペルミジンシンターゼ (スペルミジン特異的) (2.5.1.45)
C12Y205/01046	デオキシヒプシンシンターゼ (2.5.1.46)
C12Y205/01047	システインシンターゼ (2.5.1.47)
C12Y205/01048	シスタチオニンγ-シンターゼ (2.5.1.48)
C12Y205/01049	O-アセチルホモセリンアミノカルボキシプロピルトランスフェラーゼ (2.5.1.49)
C12Y205/0105	ゼアチン 9-アミノカルボキシエチルトランスフェラーゼ (2.5.1.50)
C12Y205/01051	β-ピラゾリルアラニンシンターゼ (2.5.1.51)
C12Y205/01052	L-ミモシンシンターゼ (2.5.1.52)
C12Y205/01053	ウラシリルアラニンシンターゼ (2.5.1.53)
C12Y205/01054	3-デオキシ-7-ホスホヘプツロン酸シンターゼ (2.5.1.54)
C12Y205/01055	3-デオキシ-8-ホスホオクツロン酸シンターゼ (2.5.1.55)
C12Y205/01056	N-アセチルノイラミン酸シンターゼ (2.5.1.56)
C12Y205/01057	N-アシルノイラミン酸-9-リン酸シンターゼ (2.5.1.57)
C12Y205/01058	タンパク質ファルネシルトランスフェラーゼ (2.5.1.58)
C12Y205/01059	タンパク質ゲラニルゲラニルトランスフェラーゼ タイプI (2.5.1.59)
C12Y205/0106	タンパク質ゲラニルゲラニルトランスフェラーゼ　タイプII (2.5.1.60)
C12Y205/01061	ヒドロキシメチルビランシンターゼ (2.5.1.61)
C12Y205/01062	クロロフィルシンターゼ (2.5.1.62)
C12Y205/01063	アデノシル-フルオリドシンターゼ (2.5.1.63)
C12Y205/01064	2-スクシニル-6-ヒドロキシ-2,4-シクロヘキサジエン-1-カルボン酸塩シンターゼ (2.5.1.64)
C12Y205/01065	O-ホスホセリンスルフィドリラーゼ (2.5.1.65)
C12Y205/01066	N2-(2-カルボキシエチル)アルギニンシンターゼ (2.5.1.66)
C12Y205/01067	クリサンテミル二リン酸シンターゼ (2.5.1.67)
C12Y205/01068	(2Z,6E)-ファルネシル二リン酸シンターゼ (2.5.1.68)
C12Y205/01069	ラバンズリル二リン酸シンターゼ (2.5.1.69)
C12Y205/0107	ナリンゲニン 8-ジメチルアリルトランスフェラーゼ (2.5.1.70)
C12Y205/01071	レアキアノンG 2-ジメチルアリルトランスフェラーゼ (2.5.1.71)
C12Y205/01072	キノリン酸シンターゼ (2.5.1.72)
C12Y205/01073	O-ホスホ-L-セリル-tRNA:Cys-tRNAシンターゼ (2.5.1.73)
C12Y205/01074	1,4-ジヒドロキシ-2-ナフトエ酸ポリプレニルトランスフェラーゼ (2.5.1.74)
C12Y205/01075	tRNA ジメチルアリルトランスフェラーゼ (2.5.1.75)
C12Y205/01076	システイン酸シンターゼ (2.5.1.76)
C12Y205/01077	7,8-ジデメチル-8-ヒドロキシ-5-デアザリボフラビンシンターゼ (2.5.1.77)
C12Y205/01078	6,7-ジメチル-8-リビチルルマジンシンターゼ (2.5.1.78)
C12Y205/01079	サーモスペルミンシンターゼ (2.5.1.79)
C12Y205/0108	7-ジメチルアリルトリプトファンシンターゼ (2.5.1.80)
C12Y205/01081	ゲラニルファルネシル二リン酸シンターゼ (2.5.1.81)
C12Y205/01082	ヘキサプレニル二リン酸シンターゼ (ゲラニルゲラニル-二リン酸特異的) (2.5.1.82)
C12Y205/01083	ヘキサプレニル-二リン酸シンターゼ ((2E,6E)-ファルネシル-二リン酸特異的) (2.5.1.83)
C12Y205/01084	all-trans-ノナプレニル-二リン酸シンターゼ (ゲラニル-二リン酸特異的) (2.5.1.84)
C12Y205/01085	all-trans-ノナプレニル二リン酸シンターゼ (ゲラニルゲラニル-二リン酸特異的) (2.5.1.85)
C12Y205/01086	trans,polycis-デカプレニル二リン酸シンターゼ (2.5.1.86)
